location_id,location_name,district,state,timestamp,rainfall_24h,rainfall_cumulative_3d,rainfall_intensity_trend,soil_moisture_pct,temperature_c,humidity_pct,seismic_activity,slope_angle,elevation,latitude,longitude,risk_score,risk_category
8,Lunglei South,Lunglei,Mizoram,2026-06-21 19:57:09,2.21,230.15,0.01,94.98,20.1,97.5,0.1,36.0,1222,22.8879,92.7336,49.51,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-06-22 19:57:09,0.85,95.68,0.009,93.3,20.7,97.1,0.38,36.0,1222,22.8879,92.7336,44.49,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-06-23 19:57:09,6.51,9.57,0.616,90.37,23.1,96.3,0.31,36.0,1222,22.8879,92.7336,47.37,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-06-24 19:57:09,7.69,15.05,0.479,87.72,21.7,91.6,2.08,36.0,1222,22.8879,92.7336,44.55,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-06-25 19:57:09,51.19,65.39,0.771,98.0,24.9,96.1,0.13,36.0,1222,22.8879,92.7336,51.97,High
8,Lunglei South,Lunglei,Mizoram,2026-06-26 19:57:09,4.13,63.01,0.065,96.48,23.9,91.2,0.27,36.0,1222,22.8879,92.7336,44.91,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-06-27 19:57:09,0.61,55.93,0.011,92.65,21.7,91.0,0.11,36.0,1222,22.8879,92.7336,42.01,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-06-28 19:57:09,5.46,10.2,0.488,88.87,21.9,88.1,0.35,36.0,1222,22.8879,92.7336,34.44,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-06-29 19:57:09,23.18,29.25,0.766,86.75,22.6,86.9,0.37,36.0,1222,22.8879,92.7336,45.57,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-06-30 19:57:09,5.31,33.95,0.152,83.71,23.5,89.7,0.19,36.0,1222,22.8879,92.7336,37.33,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-01 19:57:09,3.94,32.43,0.118,79.75,24.3,91.6,0.39,36.0,1222,22.8879,92.7336,37.96,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-02 19:57:09,2.24,11.49,0.179,77.69,22.3,82.7,0.19,36.0,1222,22.8879,92.7336,38.54,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-03 19:57:09,4.02,10.2,0.359,75.21,23.0,83.1,0.28,36.0,1222,22.8879,92.7336,36.54,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-04 19:57:09,5.51,11.77,0.432,73.68,20.2,86.6,0.25,36.0,1222,22.8879,92.7336,33.39,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-05 19:57:09,4.39,13.92,0.294,71.59,21.7,86.2,0.2,36.0,1222,22.8879,92.7336,29.13,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-06 19:57:09,55.55,65.45,0.836,85.47,21.1,93.5,0.07,36.0,1222,22.8879,92.7336,56.99,High
8,Lunglei South,Lunglei,Mizoram,2026-07-07 19:57:09,47.43,107.37,0.438,97.33,20.3,90.1,0.09,36.0,1222,22.8879,92.7336,53.88,High
8,Lunglei South,Lunglei,Mizoram,2026-07-08 19:57:09,3.05,106.03,0.028,95.47,24.6,89.9,0.07,36.0,1222,22.8879,92.7336,46.89,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-09 19:57:09,149.94,200.42,0.744,98.0,24.9,97.8,0.29,36.0,1222,22.8879,92.7336,72.19,High
8,Lunglei South,Lunglei,Mizoram,2026-07-10 19:57:09,189.95,342.94,0.552,98.0,20.7,94.9,0.16,36.0,1222,22.8879,92.7336,75.67,Critical
8,Lunglei South,Lunglei,Mizoram,2026-07-11 19:57:09,0.48,340.37,0.001,94.47,21.7,94.4,0.13,36.0,1222,22.8879,92.7336,55.46,High
8,Lunglei South,Lunglei,Mizoram,2026-07-12 19:57:09,4.48,194.91,0.023,90.64,20.4,86.9,0.35,36.0,1222,22.8879,92.7336,47.85,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-13 19:57:09,1.59,6.55,0.211,87.7,22.8,87.4,0.14,36.0,1222,22.8879,92.7336,36.57,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-14 19:57:09,3.9,9.97,0.356,84.35,24.2,88.3,0.25,36.0,1222,22.8879,92.7336,37.39,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-15 19:57:09,20.89,26.38,0.763,80.84,20.9,89.6,0.34,36.0,1222,22.8879,92.7336,41.28,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-16 19:57:09,20.53,45.32,0.443,78.76,20.8,85.5,0.26,36.0,1222,22.8879,92.7336,37.6,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-17 19:57:09,3.56,44.98,0.077,75.11,21.1,87.2,0.17,36.0,1222,22.8879,92.7336,34.94,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-18 19:57:09,11.5,35.59,0.314,71.79,22.9,89.5,0.03,36.0,1222,22.8879,92.7336,33.14,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-19 19:57:09,16.7,31.76,0.51,70.13,24.2,85.0,2.75,36.0,1222,22.8879,92.7336,46.06,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-20 19:57:09,0.67,28.87,0.022,67.97,19.8,85.3,0.12,36.0,1222,22.8879,92.7336,24.28,Low
8,Lunglei South,Lunglei,Mizoram,2026-07-21 19:57:09,28.47,45.84,0.608,64.91,19.7,86.1,3.39,36.0,1222,22.8879,92.7336,48.62,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-22 19:57:09,2.6,31.74,0.079,62.22,24.7,82.2,0.18,36.0,1222,22.8879,92.7336,32.52,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-23 19:57:09,5.58,36.65,0.148,60.27,22.5,82.4,0.23,36.0,1222,22.8879,92.7336,24.23,Low
8,Lunglei South,Lunglei,Mizoram,2026-07-24 19:57:09,5.12,13.3,0.358,58.0,21.0,80.7,0.18,36.0,1222,22.8879,92.7336,27.2,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-25 19:57:09,2.08,12.78,0.151,55.74,18.9,82.7,0.14,36.0,1222,22.8879,92.7336,25.55,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-26 19:57:09,0.07,7.27,0.008,51.94,24.6,77.9,2.83,36.0,1222,22.8879,92.7336,28.55,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-27 19:57:09,1.85,4.0,0.37,50.42,21.1,76.8,0.16,36.0,1222,22.8879,92.7336,23.42,Low
8,Lunglei South,Lunglei,Mizoram,2026-07-28 19:57:09,57.91,59.83,0.952,64.9,21.2,81.5,0.17,36.0,1222,22.8879,92.7336,40.93,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-07-29 19:57:09,113.54,173.3,0.651,93.28,23.5,96.7,0.27,36.0,1222,22.8879,92.7336,68.22,High
8,Lunglei South,Lunglei,Mizoram,2026-07-30 19:57:09,119.85,291.3,0.41,98.0,23.3,97.4,0.34,36.0,1222,22.8879,92.7336,72.85,High
8,Lunglei South,Lunglei,Mizoram,2026-07-31 19:57:09,28.82,262.21,0.11,94.91,22.6,90.9,0.08,36.0,1222,22.8879,92.7336,60.14,High
8,Lunglei South,Lunglei,Mizoram,2026-08-01 19:57:09,13.23,161.9,0.081,92.07,20.0,88.2,0.29,36.0,1222,22.8879,92.7336,50.95,High
8,Lunglei South,Lunglei,Mizoram,2026-08-02 19:57:09,1.86,43.91,0.041,90.19,21.9,90.0,0.32,36.0,1222,22.8879,92.7336,38.4,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-03 19:57:09,3.71,18.8,0.187,86.72,20.9,93.8,0.02,36.0,1222,22.8879,92.7336,36.92,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-04 19:57:09,0.57,6.14,0.08,84.04,20.0,92.8,0.33,36.0,1222,22.8879,92.7336,37.57,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-05 19:57:09,59.93,64.21,0.919,98.0,20.4,97.0,0.3,36.0,1222,22.8879,92.7336,55.14,High
8,Lunglei South,Lunglei,Mizoram,2026-08-06 19:57:09,39.95,100.45,0.394,98.0,23.5,94.5,0.19,36.0,1222,22.8879,92.7336,54.42,High
8,Lunglei South,Lunglei,Mizoram,2026-08-07 19:57:09,2.5,102.38,0.024,95.69,22.7,88.9,0.21,36.0,1222,22.8879,92.7336,46.25,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-08 19:57:09,5.11,47.56,0.105,93.7,24.2,96.4,0.05,36.0,1222,22.8879,92.7336,42.28,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-09 19:57:09,2.6,10.21,0.232,91.78,20.5,88.3,0.0,36.0,1222,22.8879,92.7336,41.89,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-10 19:57:09,60.93,68.64,0.875,98.0,21.7,95.3,0.04,36.0,1222,22.8879,92.7336,58.95,High
8,Lunglei South,Lunglei,Mizoram,2026-08-11 19:57:09,15.94,79.47,0.198,94.95,24.5,98.2,0.02,36.0,1222,22.8879,92.7336,45.62,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-12 19:57:09,5.61,82.48,0.067,91.47,19.6,89.3,0.32,36.0,1222,22.8879,92.7336,47.05,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-13 19:57:09,6.44,27.99,0.222,88.88,20.0,93.0,0.05,36.0,1222,22.8879,92.7336,37.29,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-14 19:57:09,3.88,15.93,0.229,86.28,20.7,92.2,0.07,36.0,1222,22.8879,92.7336,39.47,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-15 19:57:09,5.86,16.18,0.341,84.1,23.9,93.6,0.03,36.0,1222,22.8879,92.7336,39.02,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-16 19:57:09,29.22,38.96,0.731,81.94,21.1,83.7,0.15,36.0,1222,22.8879,92.7336,43.27,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-17 19:57:09,11.22,46.3,0.237,78.3,23.5,84.8,0.26,36.0,1222,22.8879,92.7336,37.69,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-18 19:57:09,155.45,195.89,0.79,98.0,21.2,94.5,0.22,36.0,1222,22.8879,92.7336,69.28,High
8,Lunglei South,Lunglei,Mizoram,2026-08-19 19:57:09,165.83,332.5,0.497,98.0,20.8,95.7,0.21,36.0,1222,22.8879,92.7336,76.98,Critical
8,Lunglei South,Lunglei,Mizoram,2026-08-20 19:57:09,64.29,385.57,0.166,98.0,19.7,98.0,0.19,36.0,1222,22.8879,92.7336,63.65,High
8,Lunglei South,Lunglei,Mizoram,2026-08-21 19:57:09,47.12,277.24,0.169,98.0,23.9,95.9,0.28,36.0,1222,22.8879,92.7336,60.05,High
8,Lunglei South,Lunglei,Mizoram,2026-08-22 19:57:09,2.93,114.34,0.025,94.99,19.3,97.5,0.2,36.0,1222,22.8879,92.7336,49.74,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-23 19:57:09,0.64,50.69,0.012,91.48,19.3,92.6,0.17,36.0,1222,22.8879,92.7336,40.14,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-24 19:57:09,5.67,9.24,0.554,87.92,20.5,86.2,0.12,36.0,1222,22.8879,92.7336,37.59,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-25 19:57:09,7.68,13.99,0.512,86.18,23.2,90.5,0.21,36.0,1222,22.8879,92.7336,36.51,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-26 19:57:09,50.65,64.0,0.779,98.0,20.0,96.8,0.04,36.0,1222,22.8879,92.7336,57.14,High
8,Lunglei South,Lunglei,Mizoram,2026-08-27 19:57:09,2.86,61.19,0.046,95.35,22.9,97.2,0.07,36.0,1222,22.8879,92.7336,41.33,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-28 19:57:09,2.7,56.21,0.047,93.46,24.9,92.1,0.13,36.0,1222,22.8879,92.7336,47.72,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-29 19:57:09,2.6,8.16,0.284,91.03,23.5,91.2,0.24,36.0,1222,22.8879,92.7336,34.61,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-30 19:57:09,1.71,7.01,0.214,87.61,24.4,88.2,0.18,36.0,1222,22.8879,92.7336,42.21,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-08-31 19:57:09,5.81,10.12,0.523,83.66,22.5,89.5,0.12,36.0,1222,22.8879,92.7336,39.43,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-09-01 19:57:09,1.78,9.3,0.172,80.02,19.0,91.2,0.11,36.0,1222,22.8879,92.7336,34.41,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-09-02 19:57:09,4.45,12.04,0.341,76.2,19.8,82.0,0.06,36.0,1222,22.8879,92.7336,32.51,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-09-03 19:57:09,4.66,10.89,0.392,74.12,23.8,81.9,0.37,36.0,1222,22.8879,92.7336,34.85,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-09-04 19:57:09,5.79,14.9,0.364,70.64,19.9,88.0,0.23,36.0,1222,22.8879,92.7336,32.32,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-09-05 19:57:09,4.76,15.21,0.294,68.39,23.3,84.7,0.02,36.0,1222,22.8879,92.7336,33.48,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-09-06 19:57:09,2.78,13.33,0.194,64.84,21.4,86.4,0.09,36.0,1222,22.8879,92.7336,29.56,Moderate
8,Lunglei South,Lunglei,Mizoram,2026-09-07 19:57:09,171.39,178.93,0.953,98.0,22.5,89.4,0.15,36.0,1222,22.8879,92.7336,73.5,High
8,Lunglei South,Lunglei,Mizoram,2026-09-08 19:57:09,122.67,296.84,0.412,98.0,19.1,94.7,0.2,36.0,1222,22.8879,92.7336,70.01,High
8,Lunglei South,Lunglei,Mizoram,2026-09-09 19:57:09,13.28,307.34,0.043,94.67,21.2,92.6,0.2,36.0,1222,22.8879,92.7336,57.13,High
9,Kohima Town Slope,Kohima,Nagaland,2026-06-12 19:57:09,3.15,7.89,0.355,32.61,18.3,72.1,0.16,35.5,1444,25.6751,94.1086,22.85,Low
9,Kohima Town Slope,Kohima,Nagaland,2026-06-13 19:57:09,42.62,106.55,0.396,43.27,22.4,71.4,0.22,35.5,1444,25.6751,94.1086,28.99,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-06-14 19:57:09,5.22,50.99,0.1,41.28,21.5,76.8,0.03,35.5,1444,25.6751,94.1086,21.88,Low
9,Kohima Town Slope,Kohima,Nagaland,2026-06-15 19:57:09,2.59,50.43,0.05,37.47,18.3,74.8,0.14,35.5,1444,25.6751,94.1086,26.2,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-06-16 19:57:09,4.75,12.56,0.35,35.9,19.6,77.4,0.4,35.5,1444,25.6751,94.1086,23.64,Low
9,Kohima Town Slope,Kohima,Nagaland,2026-06-17 19:57:09,1.17,8.51,0.123,34.29,22.7,69.0,0.3,35.5,1444,25.6751,94.1086,21.3,Low
9,Kohima Town Slope,Kohima,Nagaland,2026-06-18 19:57:09,0.9,6.82,0.115,32.66,23.5,75.7,0.33,35.5,1444,25.6751,94.1086,21.49,Low
9,Kohima Town Slope,Kohima,Nagaland,2026-06-19 19:57:09,81.92,83.99,0.964,53.14,21.9,74.7,0.01,35.5,1444,25.6751,94.1086,44.72,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-06-20 19:57:09,109.26,192.08,0.566,80.45,21.0,85.2,0.1,35.5,1444,25.6751,94.1086,55.98,High
9,Kohima Town Slope,Kohima,Nagaland,2026-06-21 19:57:09,5.84,197.02,0.029,78.6,22.0,82.7,0.27,35.5,1444,25.6751,94.1086,42.02,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-06-22 19:57:09,21.07,136.17,0.154,76.39,22.5,87.9,0.26,35.5,1444,25.6751,94.1086,42.03,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-06-23 19:57:09,35.26,62.17,0.558,85.2,19.4,93.3,0.35,35.5,1444,25.6751,94.1086,43.26,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-06-24 19:57:09,66.38,122.71,0.537,98.0,21.7,91.6,0.39,35.5,1444,25.6751,94.1086,59.04,High
9,Kohima Town Slope,Kohima,Nagaland,2026-06-25 19:57:09,30.5,132.14,0.229,98.0,23.0,94.6,0.2,35.5,1444,25.6751,94.1086,48.05,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-06-26 19:57:09,7.41,104.29,0.07,96.45,19.3,94.1,0.16,35.5,1444,25.6751,94.1086,50.31,High
9,Kohima Town Slope,Kohima,Nagaland,2026-06-27 19:57:09,32.54,70.45,0.455,98.0,19.9,95.6,0.39,35.5,1444,25.6751,94.1086,52.39,High
9,Kohima Town Slope,Kohima,Nagaland,2026-06-28 19:57:09,6.5,46.45,0.137,94.94,23.1,97.1,0.01,35.5,1444,25.6751,94.1086,44.51,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-06-29 19:57:09,2.24,41.28,0.053,93.06,23.2,94.1,0.15,35.5,1444,25.6751,94.1086,44.77,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-06-30 19:57:09,4.9,13.64,0.335,89.99,19.1,88.9,0.39,35.5,1444,25.6751,94.1086,44.48,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-01 19:57:09,2.63,9.77,0.244,87.14,19.0,86.9,0.32,35.5,1444,25.6751,94.1086,40.63,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-02 19:57:09,2.47,10.0,0.225,83.87,20.9,85.7,0.39,35.5,1444,25.6751,94.1086,32.09,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-03 19:57:09,70.65,75.75,0.921,98.0,23.3,92.5,0.38,35.5,1444,25.6751,94.1086,56.73,High
9,Kohima Town Slope,Kohima,Nagaland,2026-07-04 19:57:09,30.64,103.76,0.293,98.0,23.1,96.6,0.35,35.5,1444,25.6751,94.1086,49.52,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-05 19:57:09,3.29,104.58,0.031,95.39,23.4,97.3,0.11,35.5,1444,25.6751,94.1086,46.82,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-06 19:57:09,0.85,34.78,0.024,93.43,22.4,93.8,0.23,35.5,1444,25.6751,94.1086,43.41,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-07 19:57:09,25.09,29.23,0.83,90.21,19.9,93.5,0.2,35.5,1444,25.6751,94.1086,46.12,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-08 19:57:09,5.7,31.64,0.175,87.78,22.9,90.6,0.08,35.5,1444,25.6751,94.1086,40.02,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-09 19:57:09,84.51,115.3,0.727,98.0,22.4,89.5,0.17,35.5,1444,25.6751,94.1086,59.22,High
9,Kohima Town Slope,Kohima,Nagaland,2026-07-10 19:57:09,183.93,274.14,0.668,98.0,23.7,96.9,0.37,35.5,1444,25.6751,94.1086,73.71,High
9,Kohima Town Slope,Kohima,Nagaland,2026-07-11 19:57:09,6.94,275.38,0.025,95.28,19.7,92.9,0.16,35.5,1444,25.6751,94.1086,52.12,High
9,Kohima Town Slope,Kohima,Nagaland,2026-07-12 19:57:09,57.8,248.67,0.231,98.0,20.1,92.4,0.3,35.5,1444,25.6751,94.1086,58.67,High
9,Kohima Town Slope,Kohima,Nagaland,2026-07-13 19:57:09,4.2,68.94,0.06,94.31,22.5,93.2,0.33,35.5,1444,25.6751,94.1086,41.35,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-14 19:57:09,74.73,136.73,0.543,98.0,20.9,93.3,0.22,35.5,1444,25.6751,94.1086,56.97,High
9,Kohima Town Slope,Kohima,Nagaland,2026-07-15 19:57:09,5.05,83.98,0.059,96.38,19.5,92.7,0.33,35.5,1444,25.6751,94.1086,49.27,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-16 19:57:09,3.38,83.16,0.04,93.34,18.1,92.8,0.33,35.5,1444,25.6751,94.1086,42.49,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-17 19:57:09,5.78,14.21,0.38,91.56,22.5,96.4,0.05,35.5,1444,25.6751,94.1086,47.88,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-18 19:57:09,3.61,12.77,0.262,89.61,21.3,93.5,0.18,35.5,1444,25.6751,94.1086,40.59,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-19 19:57:09,5.53,14.92,0.348,85.85,22.6,92.2,0.05,35.5,1444,25.6751,94.1086,38.73,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-20 19:57:09,2.9,12.04,0.223,83.04,20.1,92.0,0.38,35.5,1444,25.6751,94.1086,34.31,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-21 19:57:09,3.04,11.47,0.244,79.62,23.3,88.5,0.06,35.5,1444,25.6751,94.1086,36.39,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-22 19:57:09,1.43,7.37,0.171,76.34,20.3,84.8,0.18,35.5,1444,25.6751,94.1086,31.59,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-23 19:57:09,0.94,5.41,0.147,74.51,19.0,87.3,0.18,35.5,1444,25.6751,94.1086,32.47,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-24 19:57:09,4.35,6.72,0.563,72.99,23.1,82.9,0.19,35.5,1444,25.6751,94.1086,41.03,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-25 19:57:09,0.64,5.93,0.092,69.99,19.2,85.0,0.22,35.5,1444,25.6751,94.1086,30.28,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-26 19:57:09,0.39,5.38,0.061,68.12,21.7,79.2,0.27,35.5,1444,25.6751,94.1086,32.74,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-27 19:57:09,2.39,3.42,0.54,64.32,18.1,81.7,0.27,35.5,1444,25.6751,94.1086,29.33,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-28 19:57:09,5.53,8.31,0.594,61.33,22.5,78.2,0.23,35.5,1444,25.6751,94.1086,31.12,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-07-29 19:57:09,210.41,218.33,0.959,98.0,18.3,92.3,0.15,35.5,1444,25.6751,94.1086,79.54,Critical
9,Kohima Town Slope,Kohima,Nagaland,2026-07-30 19:57:09,89.47,305.41,0.292,98.0,20.3,94.8,0.05,35.5,1444,25.6751,94.1086,64.91,High
9,Kohima Town Slope,Kohima,Nagaland,2026-07-31 19:57:09,2.2,302.08,0.007,95.18,20.9,95.3,0.04,35.5,1444,25.6751,94.1086,60.79,High
9,Kohima Town Slope,Kohima,Nagaland,2026-08-01 19:57:09,5.03,96.7,0.052,91.21,20.7,93.8,0.39,35.5,1444,25.6751,94.1086,46.5,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-08-02 19:57:09,4.87,12.1,0.372,88.92,20.9,96.1,0.05,35.5,1444,25.6751,94.1086,38.33,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-08-03 19:57:09,4.16,14.06,0.276,85.84,20.7,86.8,0.28,35.5,1444,25.6751,94.1086,39.39,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-08-04 19:57:09,0.01,9.04,0.001,84.28,21.5,85.7,0.32,35.5,1444,25.6751,94.1086,38.92,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-08-05 19:57:09,3.31,7.48,0.39,81.95,21.1,90.1,2.28,35.5,1444,25.6751,94.1086,43.06,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-08-06 19:57:09,6.32,9.64,0.594,79.68,20.8,86.1,3.45,35.5,1444,25.6751,94.1086,43.51,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-08-07 19:57:09,5.8,15.43,0.353,76.64,18.0,83.6,0.14,35.5,1444,25.6751,94.1086,32.67,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-08-08 19:57:09,7.33,19.45,0.358,73.15,21.7,85.4,0.36,35.5,1444,25.6751,94.1086,33.16,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-08-09 19:57:09,2.68,15.81,0.159,69.69,20.3,86.8,0.12,35.5,1444,25.6751,94.1086,30.83,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-08-10 19:57:09,2.52,12.53,0.186,66.85,19.0,85.3,0.36,35.5,1444,25.6751,94.1086,31.66,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-08-11 19:57:09,7.76,12.96,0.556,64.65,18.0,87.5,0.34,35.5,1444,25.6751,94.1086,32.9,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-08-12 19:57:09,3.12,13.4,0.216,61.66,23.0,84.1,0.13,35.5,1444,25.6751,94.1086,24.94,Low
9,Kohima Town Slope,Kohima,Nagaland,2026-08-13 19:57:09,36.9,47.78,0.756,70.88,20.8,82.2,0.38,35.5,1444,25.6751,94.1086,42.27,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-08-14 19:57:09,29.65,69.67,0.42,69.1,22.5,87.0,0.18,35.5,1444,25.6751,94.1086,38.98,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-08-15 19:57:09,41.37,107.92,0.38,79.45,20.8,84.7,0.29,35.5,1444,25.6751,94.1086,45.64,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-08-16 19:57:09,6.2,77.22,0.079,77.59,23.0,90.4,0.27,35.5,1444,25.6751,94.1086,40.3,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-08-17 19:57:09,57.1,104.67,0.54,91.86,20.5,94.3,0.0,35.5,1444,25.6751,94.1086,54.77,High
9,Kohima Town Slope,Kohima,Nagaland,2026-08-18 19:57:09,210.53,273.83,0.766,98.0,21.9,95.2,0.19,35.5,1444,25.6751,94.1086,77.14,Critical
9,Kohima Town Slope,Kohima,Nagaland,2026-08-19 19:57:09,86.46,354.09,0.243,98.0,20.9,95.9,0.23,35.5,1444,25.6751,94.1086,66.15,High
9,Kohima Town Slope,Kohima,Nagaland,2026-08-20 19:57:09,7.14,304.13,0.023,95.7,18.9,91.3,0.18,35.5,1444,25.6751,94.1086,52.97,High
9,Kohima Town Slope,Kohima,Nagaland,2026-08-21 19:57:09,19.71,113.31,0.172,93.51,17.9,94.0,0.08,35.5,1444,25.6751,94.1086,48.92,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-08-22 19:57:09,2.55,29.4,0.084,91.66,22.0,89.9,0.03,35.5,1444,25.6751,94.1086,41.49,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-08-23 19:57:09,2.71,24.97,0.104,89.05,18.6,90.9,0.04,35.5,1444,25.6751,94.1086,40.18,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-08-24 19:57:09,37.72,42.98,0.858,98.0,18.9,95.3,0.33,35.5,1444,25.6751,94.1086,51.11,High
9,Kohima Town Slope,Kohima,Nagaland,2026-08-25 19:57:09,4.93,45.36,0.106,95.72,22.7,95.6,0.21,35.5,1444,25.6751,94.1086,41.51,Moderate
9,Kohima Town Slope,Kohima,Nagaland,2026-08-26 19:57:09,6.05,48.7,0.122,93.05,18.6,95.7,0.19,35.5,1444,25.6751,94.1086,45.74,Moderate
